file:///home/friedger/_repos/github/friedger/stacking/packages/members/scripts/generate-user-data.ts
read
55 No members members-56-fast.json
SPAPG0NQHMYN495GSTGN74H8BBD3DMSNYHZGT3P5, 6, 10, 16
SP30DJZ09XM85RW7C0PTATS2PAE3ZHVAFKAXGX3GV, 30, 10, 41
SP1VA13ZZCWTT6PPMXD63VEJNK2VZFMKZ42TD6MAQ, 6, 10, 15
SP1MBQ2FVRJ6P20K7MBFTWHN8QVDHNJ36AHKKMKN7, 44, 10, 77
SP2R5Z4H838BJ7879ZA1N94585QTYF87T98QCX4RJ, 31, 10, 55
SP5N1CK4F1A4W08QCFX3996GYTJN2DP1SJBE04QS, 6, 10, 15
SP30HCAN9YGTDBED7FYSD5G2R55Q61E063VDAQJZC, 6, 10, 15
SP06QC626XTXDQ2D6X6SV2E5SVMNKHNRHYSAMN4M, 60, 10, 77
SP18JPHTY1KTDS42T3A3CK887SSR44Q7A9KYDKC1K, 18, 10, 28
SP38D2F03MJ5N1VNYJXW0NN25H2743AQNXQQA9P5A, 12, 10, 22
SP2SPFMAPQJYSXFNX608E40YWEEQGWJYFJQTG76X9, 18, 10, 29
SP31TJS2SJS2JDT77B8R8GET7Z7GZWPR474QAV7JT, 7, 8, 15
SP1RC7R3ZRTG721XVM02VXGX4898G12W59FGMS6ZE, 6, 10, 15
SP1P32Z1SWS8K7AKT857BEQJHDQ2SADQNA3KQZX93, 18, 10, 28
SPP604AHXN6DAYY0TGZKWMFGNHVV4TFAK8MGVG4S, 52, 6, 77
SP1MMN6JXP0RYHZ762QZGKAQHNQFKVHEBZ9XAM0FP, 16, 3, 23
SP36JZRG7GZDGMXDXRQFXK8DJGGWHK9DJBJQ3SY0W, 55, 10, 77
SP28NCDY6V4T7NJBMYGTJ55NHMXMC0GG806JW1ZTB, 20, 8, 77
SP3W2YT1DE2XPRB6HT5GJX0GV2KK6CDB0V2D982WS, 12, 10, 24
SP3G0PYEWA9PQEEHEQ974HGPMSKYX51BT8MZ88ES6, 40, 10, 55
SPP96RTM53XTT2W2WBJESDQFM9BGDHG39RD8WQ4G, 9, 6, 71
SP15DFMYE5JDDKRMAZSC6947TCERK36JM4KD5VKZD, 31, 10, 45
SP1Y6ZAD2ZZFKNWN58V8EA42R3VRWFJSGWFAD9C36, 18, 60, 77
SP1WQSTBBXPV8FVRT70SV56X42RDDGQ6VTHVXFCC4, 1, 10, 10
SP25RRAZ229Z1MRBN0N26CY39XRXG793N5B0SF0RT, 2, 10, 12
SP3522EFPGWE6Z10A18Z7HZZNS1CNNEDF8HYAMWNQ, 10, 10, 28
SP1TJ7J8FF7HZ68S387XMWQB6184972BHPN47WGXW, 1, 10, 10
SP15XZFH2T8EVHVHJZGFMCD0W3SDZK9RJDAHJ65TG, 13, 10, 23
SP3KPC43PAJA0ZFEYNGZDWTHKPWKSHF8ARP2CQ6ED, 6, 6, 34
SP1YWFANWDYBD4N0E3J4CJ3QW3XFWD1MKK4QQX3KB, 7, 10, 18
SP3R6TB47MKW0GZPWKEWV5X9A1E16BERV36Z5E5H0, 42, 10, 54
SP3W1NSXNMT6TMNBAFAWG9KP0KY8XT2CWQ28GTBSQ, 6, 10, 15
SP3P46TVPHD8C1E649TN718G87Z27B303NM74BYHH, 42, 10, 54
SP1Z46A6DNM5RZDW7DDTFXCQ2S6Z4HEHPK3PG1GMG, 43, 8, 54
SP1FQ0447Y6E26TP1MZ629PVPDP0YQTQ3Z3Z0TNET, 22, 8, 33
SP1X8WW487EKRXW0A0A4M57VCXAEZHX51XJMZ2SZX, 42, 10, 54
SPPTSW5X1YE02C7F17H2G764Z3MY5945G49X1R8W, 18, 10, 28
SPASD4TMZ7X1MC1D9T2WVS06KYACQS34Q5NGNZCJ, 42, 10, 54
SP1S2F7AVTDKQVDNEKJ9C03KD853C55W7B7EHWESF, 42, 10, 54
SP1NBTJP11RS3J8H7D762H431VB6KY5HCSS03WP44, 31, 10, 77
SPVY9Z2G538K8X00STRE0D631EXGB5THRRCTQZHM, 18, 10, 28
SPVWPD7QXKN45D95DD9D2B901F1RZYTQNN1QER11, 18, 10, 28
SP3X5K2C4YAF1ZNHB28FFKR6AJKG9J8RRPT4JVRKQ, 33, 10, 55
SP2GBS7FD3WC542HZRJZ0ACSVVC136ZYM74EMKJAM, 13, 5, 34
SPA6RK5YYW4E2ND6SCG59CE49E0HXQ2WFT09CTTD, 30, 10, 49
SP1E7GSFHYDKGT41M68CQQWR73WDERJTNRFCC7T53, 21, 4, 28
SP2PBBJ68KV7Z9Q7T59601FFTMSAHCPHQNMQHM04Q, 6, 10, 15
SP3XSJ0SK7C1JFWNPT0A9GCRMBTRCWATCSNJMMVHD, 21, 10, 77
SP385XFGN4RGE8ECSKTKNWXJJAF3PXW7Y76EBYH1V, 18, 10, 28
SPVD76EA6BQGSN0G4NDSY6S7F664D8X1YF8NQ2EX, 6, 10, 15
SP15090Q3HEWMTFZ5214THSKF6R9E279FRG99HDXB, 18, 10, 28
SP1JQNDN0J0YH55ZFCRGAPN4GS5QN3EBET1YQFN75, 42, 10, 54
SP2174DDHF5P1W6ZKKBHHJFWKG60RXHF7MY9MF9NS, 42, 10, 54
SP3Y9D1G8TX3XAGR11WHNWHR0158N3BMJTD5ZTAR8, 42, 10, 54
SP3YKRRY7DEAHMB509W6CEPW0R8V07ABBQK90TA9E, 42, 10, 54
SP19SEQ9TX2KT2SR6KVTZ2WT67FTXTWEMW611E98D, 41, 6, 55
SP3CWKWPNWMFF9M2F0KWQ5ESVJ4YF8P6ST2RTFXJF, 47, 5, 77
SP2PABAF9FTAJYNFZH93XENAJ8FVY99RRM50D2JG9, 44, 10, 57
SPWM7PQ0RVY1KESMHQEKJMSWC7FA2VAJZCA4AN8X, 45, 10, 77
SP3XDJG4MPTG5V0DC5JHNA0DCHD0EXAX4SXWD4CZB, 42, 10, 54
SP3PGGKN8TE24R69WET22PHDEPM8RYNX22KN05728, 18, 10, 28
SP1AYQ57DG25H6PJFQQAC0X001JAPBJT8G54FKAZC, 57, 10, 74
SP3V7VRBQ1RM91ET1PQJQSTZ13BPMRMTGPARCPF6M, 42, 10, 54
SP1JTMH66JCEBKV9GG3M50MHC5ASF834XYWZTSZW, 6, 10, 15
SP2G3PZ4QAMK1038EJG1PRQBHAQPV3ND1GHQ2BXN1, 44, 6, 54
SP31H0WM99Q64MNDJFPHS12W3TFYZNAST4QBS3P20, 60, 10, 77
SP118PYHQ3JM21DBSFPEZHYZS9F10DRHHXWRZ27XB, 41, 10, 55
SP24E58XAQMNVXE8KMW4WSQCCZR7K5PYW6PDKTFZK, 11, 10, 24
SP9GPYQE0KSYXSH7W41X7GSTX8EN6E88FPQ00BHY, 30, 10, 41
SP34BJFAF6J2Y49C29JZ4SBT0ECR7K0PNHMXZQ8KY, 42, 10, 54
SP2G52KJHH94FDMWW75B9EEB3TRCPXD4NKMBT3NXG, 55, 10, 77
SP1SP7MQ4ZCM4H8Z16XCK4RFT1JAQV15XMJGKR7EC, 18, 10, 28
SP1CM3RBT8MZ4M7R2D58EZ6487MB4025NB8C3VN5W, 19, 3, 28
SPSS7WAYA17Y8Z5Q6GJTMH4FH4MRJ7HZZ6JPGAGR, 45, 6, 55
SP2D6YQGFA525N9D4K45XMT3MWEPN69VQ048JRN6V, 34, 7, 57
SPQ2HN9TYF8ZYY9D3G45NGYA9GHA6QZHQ8AXF5QM, 54, 10, 77
SP1GQCDKFH1K6YRZE0A0DPG4ZS2YDRQPCQNHXPFJ0, 60, 10, 77
SP3RY185H0R8TNX4PGRYFZ07AV001N23N1FJX9MEE, 18, 10, 28
SP2MGBYR5XYZMKYG8JSY9JZKTW8XAVEWBK1JF3CKV, 46, 4, 54
SP1F2T7WDY688R8TPGRPA8DAD2DFW3FVX70M51WV2, 30, 10, 41
SP2V8R0YTE7FNGQ0JA3DW9V1N3CX7FP72J3RFDYF4, 61, 10, 77
SP2X9H7BQ0XPH2P3FV0KZYQ4NXWHYGSFAGMED9YS7, 42, 10, 54
SP1YRWD90RN9BSKESTED8PWABB6K7553NZJVXEEBG, 41, 10, 77
SPDR2VQWVZY7M1BMQ98Q815DSG75NNCPEC2XEKJQ, 24, 10, 47
SP3R971VPFDJ2N1ZR942PNENGBHYYQ939069XPKJR, 6, 10, 15
SP2Q438Y30AQRR54RNCK5NKN0AWXP111HMR6EBXKB, 39, 10, 55
SP1Z7XZD0AH8B2MW443QAXAMS4K7NC65Y5YZQSJ4B, 21, 10, 32
SP2F8CGYWGEGJ9RCSW1AYZ3H16SEZD3JPZ3QFYJ7F, 18, 10, 29
SP1GHMBR6NKXC8HMWWMPKGRZJ6WTZXX1SYJJNJZJA, 41, 6, 55
SPKFPNC8Z0RKB7CTS4RWV2KMEBYBTC8E94Q9XQ1H, 12, 10, 22
SP288MJ5DG6BQFTBRB3M5CH1V48PTWA7A3JJNQ1RH, 25, 8, 35
SP1T22VF1MNNN0VKMXQR0P720Y6E8K8CADV8D3Q65, 38, 10, 55
SP1E32XK54WWBFM0QTBNT44RV69201CZMRV2ZKKA3, 43, 8, 55
SP34EJF504TEMXY1DKZ6E14VPR7TBK21G1YV82YV4, 33, 10, 54
SP6EN6QX558F5CSGE6Y7QTXMGEWN1SVBTPEF4NYN, 38, 10, 55
SP407D2TSK1VDRDWJSAF2SD2DDAA8JB7D3FFRC1A, 39, 7, 55
SPP39B6RGNGXD42ZCDF8XDCT6RWNQ322M58NBKSG, 21, 10, 32
